geoid,FIPS,CT20,year,denom_total_pop,total_calls,total_calls_rate,homeless_encampment,homeless_encampment_rate,illegal_dumping,illegal_dumping_rate,bulky_items,bulky_items_rate
1400000U,06037294302,294302,2018,4406,1637,3715.3882,11,24.965956,76,172.49205,674,1529.7322
1400000U,06037294410,294410,2018,5103,782,1532.4319,92,180.2861,74,145.01274,273,534.97943
1400000U,06037294421,294421,2018,2847,791,2778.3633,10,35.124691,52,182.64841,260,913.242
1400000U,06037294510,294510,2018,5145,1213,2357.6287,0,0,69,134.11079,672,1306.1224
1400000U,06037294520,294520,2018,3779,1183,3130.4578,9,23.815825,106,280.4975,558,1476.5811
1400000U,06037294610,294610,2018,4288,1447,3374.5337,20,46.641792,123,286.84702,676,1576.4926
1400000U,06037294620,294620,2018,4755,1599,3362.7761,16,33.648792,101,212.40799,726,1526.8138
1400000U,06037294701,294701,2018,3229,1572,4868.3804,90,278.72406,213,659.64697,564,1746.6708
1400000U,06037294810,294810,2018,4269,1185,2775.8257,3,7.0274067,122,285.78122,522,1222.7688
1400000U,06037294820,294820,2018,3631,1076,2963.3711,18,49.57312,111,305.7009,458,1261.3605
1400000U,06037294830,294830,2018,3892,1185,3044.707,23,59.095581,87,223.53546,603,1549.3319
1400000U,06037294900,294900,2018,3637,865,2378.3337,23,63.238934,56,153.97305,437,1201.5397
1400000U,06037295103,295103,2018,4981,1132,2272.636,8,16.061031,15,30.114435,658,1321.0199
1400000U,06037296210,296210,2018,3189,1178,3693.948,2,6.2715583,102,319.84949,618,1937.9116
1400000U,06037296220,296220,2018,4405,654,1484.6765,11,24.971622,54,122.58797,298,676.50397
1400000U,06037296300,296300,2018,4937,692,1401.6609,11,22.280737,30,60.765648,449,909.45917
1400000U,06037296401,296401,2018,3375,538,1594.0741,0,0,9,26.666666,298,882.96295
1400000U,06037296402,296402,2018,3386,898,2652.0969,3,8.8600121,49,144.71353,588,1736.5623
1400000U,06037296500,296500,2018,3867,1576,4075.5107,21,54.305664,112,289.63022,841,2174.8125
1400000U,06037296600,296600,2018,5194,2379,4580.2852,105,202.15634,254,489.02579,1149,2212.168
1400000U,06037296901,296901,2018,4422,1761,3982.3608,3,6.7842607,144,325.6445,924,2089.5522
1400000U,06037296902,296902,2018,3997,1170,2927.1953,21,52.539406,63,157.61821,670,1676.2572
1400000U,06037297001,297001,2018,2590,495,1911.1969,4,15.444016,6,23.166023,272,1050.193
1400000U,06037297002,297002,2018,2905,876,3015.4905,4,13.769363,41,141.13597,595,2048.1929
1400000U,06037297110,297110,2018,4635,1661,3583.603,154,332.25458,205,442.28696,804,1734.6278
1400000U,06037297120,297120,2018,2978,1208,4056.4138,33,110.81263,171,574.21088,606,2034.9227
1400000U,06037297201,297201,2018,4267,1182,2770.0962,11,25.779236,139,325.7558,683,1600.6563
1400000U,06037297202,297202,2018,3921,1038,2647.2839,2,5.1007395,101,257.58734,678,1729.1508
1400000U,06037297300,297300,2018,2366,462,1952.6627,2,8.4530849,19,80.304314,267,1128.4869
1400000U,06037297400,297400,2018,3469,808,2329.2014,2,5.7653503,16,46.122803,441,1271.2598
1400000U,06037297501,297501,2018,2807,697,2483.0781,0,0,13,46.31279,445,1585.3224
1400000U,06037297502,297502,2018,2540,548,2157.4802,0,0,19,74.803146,358,1409.4489
1400000U,06037297601,297601,2018,2789,544,1950.5199,12,43.026173,16,57.368233,217,778.05664
1400000U,06037297602,297602,2018,3739,1122,3000.8022,4,10.698048,55,147.09816,704,1882.8563
1400000U,06037300400,300400,2018,6062,2,3.2992411,0,0,2,3.2992411,0,0
1400000U,06037301702,301702,2018,5791,2,3.453635,0,0,0,0,0,0
1400000U,06037302505,302505,2018,4532,6,13.239188,2,4.4130626,2,4.4130626,1,2.2065313
1400000U,06037310100,310100,2018,5761,6,10.414859,0,0,1,1.7358098,3,5.2074294
1400000U,06037310400,310400,2018,3192,13,40.726818,0,0,2,6.2656641,2,6.2656641
1400000U,06037320102,320102,2018,4769,2,4.1937513,0,0,1,2.0968757,0,0
1400000U,06037320201,320201,2018,4556,8,17.559263,0,0,1,2.1949079,3,6.5847235
1400000U,06037320300,320300,2018,6659,1,1.501727,0,0,0,0,0,0
1400000U,06037463800,463800,2018,4085,1,2.4479804,0,0,1,2.4479804,0,0
1400000U,06037480702,480702,2018,4477,1,2.2336385,0,0,0,0,0,0
1400000U,06037530700,530700,2018,2354,23,97.706032,1,4.2480884,4,16.992353,4,16.992353
1400000U,06037532607,532607,2018,6833,2,2.9269722,0,0,0,0,0,0
1400000U,06037532700,532700,2018,2573,3,11.659541,0,0,0,0,0,0
1400000U,06037532800,532800,2018,4334,69,159.20628,2,4.6146746,3,6.9220119,0,0
1400000U,06037532900,532900,2018,7226,36,49.820095,0,0,0,0,0,0
1400000U,06037535001,535001,2018,4288,85,198.22762,0,0,0,0,0,0
1400000U,06037535101,535101,2018,7773,80,102.92036,0,0,4,5.1460185,9,11.578541
1400000U,06037535200,535200,2018,5850,31,52.991451,2,3.4188035,18,30.76923,6,10.256411
1400000U,06037540400,540400,2018,2686,3,11.169024,0,0,1,3.7230082,2,7.4460163
1400000U,06037540600,540600,2018,4971,4,8.0466709,1,2.0116677,1,2.0116677,0,0
1400000U,06037540700,540700,2018,3281,22,67.052727,4,12.191405,5,15.239256,1,3.0478513
1400000U,06037541003,541003,2018,4327,3,6.9332099,0,0,2,4.6221399,0,0
1400000U,06037543400,543400,2018,4023,2,4.9714146,0,0,1,2.4857073,0,0
1400000U,06037543501,543501,2018,6867,3,4.3687201,0,0,1,1.4562399,1,1.4562399
1400000U,06037543502,543502,2018,4418,3,6.7904029,0,0,1,2.2634676,1,2.2634676
1400000U,06037543605,543605,2018,4677,1,2.1381228,0,0,0,0,0,0
1400000U,06037543606,543606,2018,3278,3,9.1519222,0,0,0,0,0,0
1400000U,06037600100,600100,2018,7156,14,19.564003,2,2.7948575,3,4.192286,2,2.7948575
1400000U,06037600201,600201,2018,4801,19,39.575089,0,0,0,0,1,2.0828993
1400000U,06037600202,600202,2018,6952,19,27.330265,3,4.3153048,1,1.438435,4,5.7537398
1400000U,06037600304,600304,2018,3905,31,79.385406,12,30.729834,3,7.6824584,4,10.243278
1400000U,06037600400,600400,2018,4130,5,12.106538,0,0,0,0,3,7.2639227
1400000U,06037600601,600601,2018,2611,16,61.279202,6,22.979702,0,0,6,22.979702
1400000U,06037600702,600702,2018,4484,3,6.690455,0,0,2,4.4603033,0,0
1400000U,06037600704,600704,2018,3264,2,6.1274509,0,0,0,0,1,3.0637255
1400000U,06037600801,600801,2018,3248,4,12.315271,0,0,0,0,1,3.0788178
1400000U,06037600802,600802,2018,2518,1,3.971406,0,0,1,3.971406,0,0
1400000U,06037600912,600912,2018,5691,28,49.200493,3,5.2714815,9,15.814444,11,19.328764
1400000U,06037602201,602201,2018,5845,1,1.7108639,0,0,0,0,0,0
1400000U,06037602801,602801,2018,3255,19,58.371735,7,21.505377,5,15.360983,2,6.1443934
1400000U,06037602802,602802,2018,4360,14,32.110092,0,0,4,9.1743116,6,13.761468
1400000U,06037602900,602900,2018,4339,6,13.828071,0,0,4,9.2187138,1,2.3046784
1400000U,06037603004,603004,2018,1530,1,6.5359478,0,0,0,0,0,0
1400000U,06037603008,603008,2018,3035,5,16.474464,0,0,0,0,0,0
1400000U,06037603101,603101,2018,4043,7,17.313875,0,0,1,2.4734108,3,7.4202323
1400000U,06037603102,603102,2018,3739,7,18.721582,0,0,0,0,1,2.6745119
1400000U,06037603200,603200,2018,3245,2,6.1633282,0,0,0,0,1,3.0816641
1400000U,06037609900,609900,2018,2110,6,28.43602,0,0,0,0,3,14.21801
1400000U,06037620001,620001,2018,4236,3,7.0821528,3,7.0821528,0,0,0,0
1400000U,06037620101,620101,2018,5558,3,5.397625,0,0,1,1.7992084,0,0
1400000U,06037650101,650101,2018,6060,2,3.3003299,0,0,1,1.650165,0,0
1400000U,06037650901,650901,2018,5436,87,160.04414,0,0,6,11.037528,65,119.57322
1400000U,06037650903,650903,2018,3600,5,13.888889,0,0,0,0,0,0
1400000U,06037651001,651001,2018,5574,7,12.558307,0,0,0,0,5,8.9702187
1400000U,06037670101,670101,2018,4449,9,20.229265,0,0,0,0,6,13.486176
1400000U,06037670701,670701,2018,6816,8,11.737089,0,0,0,0,0,0
1400000U,06037700101,700101,2018,5265,10,18.993353,1,1.8993353,1,1.8993353,4,7.5973411
1400000U,06037700102,700102,2018,4306,4,9.2893639,0,0,2,4.6446819,1,2.322341
1400000U,06037700200,700200,2018,7082,22,31.064671,1,1.4120305,3,4.2360916,11,15.532335
1400000U,06037700400,700400,2018,5529,4,7.2345815,0,0,0,0,2,3.6172907
1400000U,06037700600,700600,2018,5197,1,1.9241871,0,0,0,0,1,1.9241871
1400000U,06037700801,700801,2018,4924,8,16.246954,0,0,1,2.0308692,6,12.185215
1400000U,06037700802,700802,2018,4063,1,2.4612355,0,0,0,0,0,0
1400000U,06037700901,700901,2018,3490,4,11.461318,0,0,0,0,0,0
1400000U,06037701701,701701,2018,3512,2,5.6947608,0,0,1,2.8473804,1,2.8473804
1400000U,06037701801,701801,2018,7079,1,1.4126289,0,0,0,0,1,1.4126289
1400000U,06037702102,702102,2018,6007,2,3.3294489,0,0,1,1.6647245,0,0
1400000U,06037702202,702202,2018,3993,1,2.5043826,1,2.5043826,0,0,0,0
1400000U,06037702300,702300,2018,6680,1,1.4970059,0,0,0,0,0,0
1400000U,06037702400,702400,2018,4423,4,9.0436354,1,2.2609088,0,0,0,0
1400000U,06037702501,702501,2018,4757,3,6.3064957,0,0,1,2.1021652,2,4.2043304
1400000U,06037702502,702502,2018,3983,6,15.064022,0,0,4,10.042682,0,0
1400000U,06037702600,702600,2018,6216,2,3.2175033,2,3.2175033,0,0,0,0
1400000U,06037702700,702700,2018,3517,1,2.8433323,0,0,1,2.8433323,0,0
1400000U,06037702802,702802,2018,2397,3,12.515645,0,0,0,0,2,8.3437634
1400000U,06037702803,702803,2018,3167,31,97.88443,0,0,1,3.1575623,13,41.048309
1400000U,06037702900,702900,2018,9751,33,33.842682,3,3.0766075,10,10.255359,4,4.1021433
1400000U,06037703003,703003,2018,2676,2,7.4738417,0,0,1,3.7369208,0,0
1400000U,06037703100,703100,2018,5935,17,28.643639,0,0,0,0,14,23.588879
1400000U,06037703200,703200,2018,5645,9,15.943313,1,1.7714791,1,1.7714791,1,1.7714791
1400000U,06037800204,800204,2018,4598,1,2.1748586,0,0,0,0,0,0
1400000U,06037930400,930400,2018,3369,14,41.555359,0,0,0,0,3,8.9047194
1400000U,06037980001,980001,2018,0,9,,1,,5,,0,
1400000U,06037980002,980002,2018,0,1,,1,,0,,0,
1400000U,06037980005,980005,2018,0,1,,0,,0,,0,
1400000U,06037980008,980008,2018,90,355,39444.445,38,4222.2222,67,7444.4443,60,6666.6665
1400000U,06037980009,980009,2018,5,195,390000,61,122000,22,44000,19,38000
1400000U,06037980010,980010,2018,189,198,10476.19,8,423.28043,2,105.82011,40,2116.4021
1400000U,06037980014,980014,2018,10,350,350000,23,23000,67,67000,58,58000
1400000U,06037980015,980015,2018,595,72,1210.084,11,184.87395,4,67.226891,21,352.94116
1400000U,06037980016,980016,2018,312,10,320.51282,0,0,2,64.102562,1,32.051281
1400000U,06037980017,980017,2018,1188,49,412.45792,29,244.10774,3,25.252525,10,84.175087
1400000U,06037980019,980019,2018,220,13,590.90912,0,0,4,181.81818,3,136.36363
1400000U,06037980020,980020,2018,0,4,,0,,3,,0,
1400000U,06037980021,980021,2018,12,136,113333.34,39,32500,42,35000,21,17500
1400000U,06037980022,980022,2018,438,18,410.95889,0,0,3,68.493149,4,91.324203
1400000U,06037980023,980023,2018,0,9,,0,,6,,1,
1400000U,06037980024,980024,2018,264,524,19848.484,88,3333.3333,81,3068.1819,67,2537.8789
1400000U,06037980026,980026,2018,37,9,2432.4324,4,1081.0811,2,540.54053,1,270.27026
1400000U,06037980028,980028,2018,0,146,,35,,11,,10,
1400000U,06037980031,980031,2018,1174,169,1439.5229,10,85.178879,20,170.35776,24,204.42931
1400000U,06037980037,980037,2018,2674,9,33.65744,1,3.7397158,2,7.4794316,0,0
1400000U,06037980038,980038,2018,5542,40,72.176109,1,1.8044027,3,5.413208,2,3.6088054
1400000U,06037980039,980039,2018,166,2,120.48193,0,0,0,0,0,0
1400000U,06037101110,101110,2017,4566,1203,2634.6912,5,10.950503,60,131.40605,839,1837.4945
1400000U,06037101122,101122,2017,3064,909,2966.7102,4,13.054831,30,97.911224,611,1994.1254
1400000U,06037101220,101220,2017,3340,738,2209.5808,2,5.9880238,56,167.66467,514,1538.9221
1400000U,06037101221,101221,2017,3289,867,2636.0596,3,9.1213131,120,364.85254,543,1650.9578
1400000U,06037101222,101222,2017,2754,663,2407.4075,6,21.786493,93,337.69064,377,1368.918
1400000U,06037101300,101300,2017,4285,994,2319.72,22,51.341888,51,119.01984,649,1514.5858
1400000U,06037101400,101400,2017,4089,1124,2748.8384,14,34.238201,96,234.77623,688,1682.563
1400000U,06037102103,102103,2017,1838,392,2132.7529,3,16.32209,17,92.491837,258,1403.6997
1400000U,06037102104,102104,2017,3677,693,1884.6886,6,16.31765,14,38.074516,451,1226.5433
1400000U,06037102105,102105,2017,1956,435,2223.9263,7,35.787319,31,158.48671,277,1416.1554
1400000U,06037102107,102107,2017,3862,776,2009.3217,24,62.143967,58,150.18126,463,1198.8607
1400000U,06037103101,103101,2017,2532,642,2535.5449,3,11.848341,15,59.241707,477,1883.8862
1400000U,06037103102,103102,2017,4491,1301,2896.905,42,93.52037,51,113.56046,816,1816.9673
1400000U,06037103201,103201,2017,1657,1129,6813.5186,149,899.21545,56,337.96017,647,3904.647
1400000U,06037103202,103202,2017,4015,533,1327.5219,5,12.4533,37,92.154419,346,861.76837
1400000U,06037103300,103300,2017,3418,829,2425.395,3,8.7770624,36,105.32475,515,1506.7291
1400000U,06037103401,103401,2017,3771,575,1524.7944,20,53.036331,26,68.947227,387,1026.2529
1400000U,06037103402,103402,2017,2957,1375,4649.9829,101,341.56241,121,409.19852,824,2786.6082
1400000U,06037104103,104103,2017,3902,1004,2573.0396,4,10.251153,56,143.51614,672,1722.1937
1400000U,06037104105,104105,2017,5886,839,1425.4163,4,6.7957864,54,91.743118,531,902.14069
1400000U,06037104108,104108,2017,5126,1105,2155.677,19,37.065937,92,179.47717,721,1406.5548
1400000U,06037104124,104124,2017,4316,809,1874.4208,5,11.584801,44,101.94624,516,1195.5514
1400000U,06037104201,104201,2017,4816,1239,2572.6743,33,68.521591,150,311.46179,720,1495.0166
1400000U,06037104203,104203,2017,5530,939,1698.0109,0,0,75,135.62387,561,1014.4666
1400000U,06037104204,104204,2017,3509,478,1362.2114,15,42.747223,49,139.64093,276,786.54889
1400000U,06037104310,104310,2017,5416,1206,2226.7356,25,46.159527,94,173.55983,717,1323.8552
1400000U,06037104321,104321,2017,2664,831,3119.3694,3,11.261261,116,435.43542,488,1831.8318
1400000U,06037104322,104322,2017,3547,698,1967.8601,69,194.53059,81,228.362,339,955.73724
1400000U,06037104401,104401,2017,3775,679,1798.6755,8,21.192053,31,82.119202,456,1207.947
1400000U,06037104403,104403,2017,3297,838,2541.7046,15,45.495907,77,233.54565,496,1504.3979
1400000U,06037104404,104404,2017,3046,666,2186.4741,4,13.131976,45,147.73474,413,1355.8766
1400000U,06037104500,104500,2017,2984,696,2332.4397,2,6.7024131,84,281.50134,431,1444.37
1400000U,06037104610,104610,2017,3501,757,2162.2393,0,0,58,165.66695,509,1453.8704
1400000U,06037104620,104620,2017,3449,841,2438.3879,0,0,70,202.95738,565,1638.156
1400000U,06037104701,104701,2017,4259,484,1136.417,0,0,39,91.570793,312,732.56635
1400000U,06037104703,104703,2017,2260,549,2429.2036,38,168.14159,84,371.68143,305,1349.5575
1400000U,06037104704,104704,2017,4294,768,1788.5421,11,25.61714,53,123.42804,478,1113.1812
1400000U,06037104821,104821,2017,3425,535,1562.0438,4,11.678832,54,157.66423,343,1001.4598
1400000U,06037104822,104822,2017,2664,511,1918.1682,15,56.306305,49,183.93393,284,1066.066
1400000U,06037104823,104823,2017,2746,421,1533.1392,0,0,25,91.041512,282,1026.9482
1400000U,06037104824,104824,2017,3060,531,1735.2941,4,13.071896,54,176.47058,326,1065.3595
1400000U,06037106010,106010,2017,3338,736,2204.9131,8,23.966448,34,101.8574,494,1479.9281
1400000U,06037106020,106020,2017,5936,1099,1851.415,11,18.530998,78,131.40161,728,1226.415
1400000U,06037106111,106111,2017,3430,788,2297.376,1,2.915452,17,49.562683,521,1518.9504
1400000U,06037106112,106112,2017,5789,1403,2423.562,31,53.549835,111,191.74297,890,1537.3986
1400000U,06037106113,106113,2017,3722,730,1961.3112,8,21.49382,36,96.722191,480,1289.6293
1400000U,06037106114,106114,2017,6342,905,1426.9946,9,14.191107,71,111.95206,593,935.03625
1400000U,06037106403,106403,2017,3600,814,2261.1111,7,19.444445,58,161.11111,498,1383.3334
1400000U,06037106405,106405,2017,4563,982,2152.093,6,13.149244,262,574.18365,498,1091.3872
1400000U,06037106406,106406,2017,5626,1167,2074.2979,21,37.326698,152,270.17419,671,1192.6769
1400000U,06037106407,106407,2017,3086,306,991.57483,6,19.442644,22,71.289696,209,677.25214
1400000U,06037106408,106408,2017,3645,464,1272.9767,1,2.7434843,47,128.94376,334,916.32373
1400000U,06037106510,106510,2017,5519,1013,1835.4774,13,23.554993,78,141.32996,612,1108.8965
1400000U,06037106520,106520,2017,5778,1203,2082.0354,42,72.689514,134,231.91415,700,1211.4918
1400000U,06037106603,106603,2017,2191,596,2720.219,0,0,17,77.590141,381,1738.932
1400000U,06037106604,106604,2017,4882,1143,2341.2537,15,30.725113,105,215.07579,730,1495.2888
1400000U,06037106641,106641,2017,2314,490,2117.5454,0,0,15,64.822815,317,1369.9222
1400000U,06037106642,106642,2017,3240,775,2391.9753,3,9.2592592,34,104.93827,484,1493.8271
1400000U,06037106643,106643,2017,4697,730,1554.1835,1,2.1290185,24,51.096443,491,1045.3481
1400000U,06037106645,106645,2017,3425,608,1775.1825,0,0,11,32.116787,408,1191.2408
1400000U,06037106646,106646,2017,3458,757,2189.1267,34,98.322731,57,164.83516,460,1330.2487
1400000U,06037106648,106648,2017,4393,648,1475.074,11,25.039837,34,77.395859,429,976.55359
1400000U,06037106649,106649,2017,2588,549,2121.3291,14,54.095825,38,146.83153,332,1282.8439
1400000U,06037107010,107010,2017,3112,640,2056.5552,3,9.6401024,32,102.82777,422,1356.0411
1400000U,06037107020,107020,2017,5644,1057,1872.7853,10,17.71793,91,161.23317,687,1217.2218
1400000U,06037108101,108101,2017,2461,520,2112.9622,1,4.0633888,7,28.443722,343,1393.7424
1400000U,06037108102,108102,2017,3605,701,1944.5215,7,19.417477,27,74.895981,406,1126.2136
1400000U,06037108103,108103,2017,3183,581,1825.322,0,0,19,59.692116,336,1055.6079
1400000U,06037108104,108104,2017,1965,392,1994.9109,0,0,9,45.801525,252,1282.4427
1400000U,06037108202,108202,2017,6797,653,960.71796,3,4.413712,17,25.011034,404,594.37988
1400000U,06037108203,108203,2017,2737,529,1932.7731,0,0,5,18.268177,344,1256.8506
1400000U,06037108204,108204,2017,2857,285,997.54987,3,10.500525,7,24.501225,165,577.52887
1400000U,06037109100,109100,2017,2851,678,2378.113,22,77.165909,35,122.76394,392,1374.9562
1400000U,06037109200,109200,2017,2519,626,2485.113,1,3.9698293,72,285.8277,379,1504.5653
1400000U,06037109300,109300,2017,3285,842,2563.166,4,12.17656,100,304.414,505,1537.2908
1400000U,06037109400,109400,2017,3663,1129,3082.1731,17,46.410046,80,218.40022,682,1861.8618
1400000U,06037109500,109500,2017,4895,1112,2271.7058,25,51.072521,93,189.98979,644,1315.6282
1400000U,06037109601,109601,2017,5152,1365,2649.4565,18,34.937889,133,258.15216,808,1568.323
1400000U,06037109603,109603,2017,4444,1054,2371.7371,19,42.754276,91,204.77048,638,1435.6436
1400000U,06037109604,109604,2017,2900,1058,3648.2759,50,172.41379,72,248.27586,559,1927.5862
1400000U,06037109700,109700,2017,4701,1069,2273.9844,29,61.689003,88,187.19421,596,1267.8153
1400000U,06037109800,109800,2017,5494,1114,2027.6665,17,30.942846,83,151.0739,726,1321.4415
1400000U,06037111100,111100,2017,3028,748,2470.2773,10,33.025101,47,155.21797,460,1519.1545
1400000U,06037111201,111201,2017,3436,926,2694.9941,6,17.462166,46,133.8766,604,1757.858
1400000U,06037111202,111202,2017,5284,1274,2411.0522,18,34.065102,76,143.83043,840,1589.7047
1400000U,06037111204,111204,2017,6245,1193,1910.3282,4,6.4051242,40,64.051239,736,1178.5428
1400000U,06037111205,111205,2017,4084,575,1407.9333,2,4.8971596,30,73.457397,352,861.90009
1400000U,06037111206,111206,2017,4717,1076,2281.1108,5,10.599957,86,182.31927,666,1411.9143
1400000U,06037111302,111302,2017,5330,976,1831.1444,7,13.133208,67,125.70357,613,1150.0938
1400000U,06037111303,111303,2017,5640,1122,1989.3617,34,60.283688,80,141.84398,691,1225.1772
1400000U,06037111304,111304,2017,1578,220,1394.1698,1,6.3371358,23,145.75412,124,785.80481
1400000U,06037111401,111401,2017,3695,540,1461.4343,6,16.238159,41,110.96075,322,871.44788
1400000U,06037111402,111402,2017,4269,919,2152.729,51,119.46592,71,166.31529,534,1250.8784
1400000U,06037113101,113101,2017,3671,907,2470.7163,20,54.481068,53,144.37483,523,1424.6799
1400000U,06037113102,113102,2017,3031,650,2144.5068,12,39.590893,26,85.780273,373,1230.6169
1400000U,06037113211,113211,2017,3740,969,2590.9092,18,48.128342,27,72.192513,547,1462.5669
1400000U,06037113212,113212,2017,3369,810,2404.2742,43,127.63432,39,115.76135,433,1285.2478
1400000U,06037113213,113213,2017,4982,973,1953.0309,36,72.260139,103,206.74428,533,1069.8514
1400000U,06037113231,113231,2017,2328,501,2152.0618,0,0,14,60.137459,328,1408.9347
1400000U,06037113232,113232,2017,4265,879,2060.9614,2,4.689332,72,168.81595,534,1252.0516
1400000U,06037113234,113234,2017,4621,709,1534.2999,24,51.93681,84,181.77884,376,813.6767
1400000U,06037113237,113237,2017,4163,977,2346.8652,163,391.54456,93,223.39659,406,975.25824
1400000U,06037113238,113238,2017,5105,831,1627.8159,3,5.8765917,100,195.88638,513,1004.8972
1400000U,06037113239,113239,2017,3124,548,1754.1614,38,121.63892,77,246.47887,284,909.09088
1400000U,06037113301,113301,2017,2401,608,2532.2783,16,66.638901,42,174.92711,305,1270.3041
1400000U,06037113303,113303,2017,4264,1748,4099.437,219,513.60223,130,304.87805,802,1880.863
1400000U,06037113322,113322,2017,4214,995,2361.177,5,11.865211,64,151.87471,590,1400.095
1400000U,06037113323,113323,2017,4356,991,2275.0229,37,84.940315,74,169.88063,492,1129.4766
1400000U,06037113324,113324,2017,1953,130,665.64258,1,5.1203275,11,56.323605,62,317.46033
1400000U,06037113423,113423,2017,1743,650,3729.2026,13,74.584053,78,447.5043,373,2139.9885
1400000U,06037113424,113424,2017,4270,1004,2351.2881,10,23.419203,128,299.76581,515,1206.089
1400000U,06037113425,113425,2017,1059,298,2813.9753,21,198.30028,49,462.70065,154,1454.202
1400000U,06037113426,113426,2017,5821,588,1010.1357,66,113.38258,43,73.870468,280,481.017
1400000U,06037113427,113427,2017,1096,308,2810.219,0,0,50,456.20438,178,1624.0876
1400000U,06037113428,113428,2017,5369,846,1575.7124,37,68.914139,72,134.10318,483,899.60889
1400000U,06037115101,115101,2017,5205,1117,2146.0134,11,21.133526,51,97.982712,625,1200.7684
1400000U,06037115103,115103,2017,3491,53,151.81897,0,0,3,8.5935259,14,40.103123
1400000U,06037115104,115104,2017,4650,543,1167.7419,0,0,48,103.22581,301,647.31183
1400000U,06037115202,115202,2017,5088,1556,3058.176,42,82.547173,106,208.33333,764,1501.5724
1400000U,06037115203,115203,2017,3086,432,1399.8704,0,0,18,58.327934,297,962.41089
1400000U,06037115204,115204,2017,3953,601,1520.3643,0,0,44,111.30787,384,971.41412
1400000U,06037115301,115301,2017,4524,739,1633.5101,0,0,50,110.52166,445,983.64282
1400000U,06037115302,115302,2017,4364,467,1070.1191,7,16.040331,60,137.48854,260,595.78369
1400000U,06037115401,115401,2017,6405,819,1278.6885,1,1.5612803,78,121.77986,472,736.92426
1400000U,06037115403,115403,2017,3706,1242,3351.3223,9,24.284943,76,205.07286,324,874.25793
1400000U,06037115404,115404,2017,2990,709,2371.2375,4,13.377927,63,210.70235,404,1351.1705
1400000U,06037117101,117101,2017,5269,945,1793.5092,2,3.7957866,93,176.50407,558,1059.0245
1400000U,06037117102,117102,2017,2841,558,1964.0972,10,35.198875,30,105.59662,339,1193.2418
1400000U,06037117201,117201,2017,4580,996,2174.6726,99,216.15721,78,170.30568,520,1135.3712
1400000U,06037117202,117202,2017,2594,1081,4167.3091,83,319.96915,105,404.78027,379,1461.064
1400000U,06037117301,117301,2017,4053,949,2341.4753,6,14.803849,63,155.44041,625,1542.0676
1400000U,06037117302,117302,2017,5363,1212,2259.9292,6,11.187768,45,83.908257,746,1391.0125
1400000U,06037117303,117303,2017,3706,942,2541.824,25,67.458176,78,210.46951,567,1529.9514
1400000U,06037117404,117404,2017,4463,1089,2440.0627,71,159.08582,106,237.50841,603,1351.1091
1400000U,06037117405,117405,2017,3620,770,2127.0718,31,85.635361,104,287.29282,506,1397.79
1400000U,06037117407,117407,2017,3917,641,1636.4564,17,43.400562,115,293.59204,375,957.36536
1400000U,06037117408,117408,2017,3332,639,1917.7671,26,78.031212,90,270.10803,357,1071.4286
1400000U,06037117510,117510,2017,4171,770,1846.0801,5,11.987533,112,268.52075,466,1117.238
1400000U,06037117520,117520,2017,4180,1009,2413.8755,21,50.239235,143,342.10526,548,1311.0048
1400000U,06037117530,117530,2017,6739,1402,2080.4272,9,13.355097,199,295.29605,685,1016.4713
1400000U,06037119001,119001,2017,4195,1161,2767.5806,26,61.978546,89,212.15733,729,1737.7831
1400000U,06037119003,119003,2017,3727,1150,3085.5916,11,29.514355,60,160.9874,764,2049.906
1400000U,06037119004,119004,2017,3732,816,2186.4951,21,56.270096,66,176.84888,472,1264.7374
1400000U,06037119201,119201,2017,4016,1225,3050.2988,7,17.430279,72,179.28287,823,2049.3027
1400000U,06037119202,119202,2017,4493,1313,2922.3237,39,86.801689,98,218.11707,797,1773.8705
1400000U,06037119310,119310,2017,3956,846,2138.5237,38,96.056625,54,136.50151,517,1306.8756
1400000U,06037119320,119320,2017,4938,904,1830.7007,12,24.301336,87,176.18469,581,1176.5897
1400000U,06037119340,119340,2017,3976,595,1496.4789,1,2.5150905,104,261.56943,374,940.64386
1400000U,06037119341,119341,2017,2900,533,1837.931,1,3.4482758,37,127.5862,329,1134.4828
1400000U,06037119342,119342,2017,3196,546,1708.3855,0,0,52,162.70338,299,935.54443
1400000U,06037119400,119400,2017,5252,1625,3094.0593,11,20.944403,97,184.69154,952,1812.6428
1400000U,06037119700,119700,2017,5046,1705,3378.9141,49,97.106621,161,319.06461,1061,2102.6555
1400000U,06037119801,119801,2017,3149,1042,3308.9871,3,9.5268335,67,212.76596,657,2086.3767
1400000U,06037119802,119802,2017,3239,904,2790.9849,8,24.69898,69,213.02872,562,1735.1034
1400000U,06037119900,119900,2017,5173,1685,3257.2976,24,46.394741,135,260.97043,1052,2033.6362
1400000U,06037120010,120010,2017,2692,857,3183.5066,9,33.432392,81,300.89154,483,1794.2051
1400000U,06037120020,120020,2017,3989,1058,2652.2937,48,120.33091,111,278.26523,658,1649.5363
1400000U,06037120030,120030,2017,2643,633,2395.0056,15,56.753689,73,276.20129,378,1430.193
1400000U,06037120103,120103,2017,3370,627,1860.5342,4,11.869436,102,302.67062,432,1281.8992
1400000U,06037120104,120104,2017,2340,512,2188.0342,48,205.1282,56,239.31624,264,1128.2051
